post_id,text,label
M.1745040583.A.0E8,"高雄 執政 老是 吹 高雄 起飛 
 
 高雄 警察 房東 地痞 流氓 黑道 廣播 工廠 
 
 副 無視 法律 規矩 態度 
 
 全 世界 城市 經濟 起飛 

 正經 居民 無視 法律 驕傲 
 城市 起飛 經濟 
 
 整 座 城 習慣 無法無天 
 觀光 起飛 城市 滿滿 扒手 
 沒 見 扒手 不用 偷偷摸摸 
 光明正大 直接 走 覺得 正常 
 高雄 種 文化 教育 
 未來 成為 文明 城市 
 無法無天 中央 計劃 資源 建設 真的 進步 
-----
Sent  from JPTT  on  my  iPhone 

--
                      奴性 種 神奇 東西 
   孳生出 紅色 綠色 藍色 組織 設置 人民 選舉 民主 建立 重要 規則 
    取代 藍色 組織 紅色 綠色 創造 新 口號 改 條 重要 規矩 
 
 奴隸 感受到 自由 平等 圍剿 質疑 紅色 綠色 打成 藍色 色 
   世界 奴隸 總是 創造 萬惡 源 自卑 顯得 自信 不會 出錯 幻想 
 
--",
M.1744987723.A.06E,"時代   種 自以為是 老師 ? 
 小孩 8+9 
 成績   重要 ? 
 現在 社會 堆 犯罪 主謀   台大 高學歷 
 之前 詐騙 機房 囚禁   主謀 藍道  台大 
 
 讀書 責任 義務   種 屁話 輪 老師 講 
 要不要 孩子 打造成 高學歷 菁英   家長 決定   老師 
 
 領 家長 付 學費 薪水   販賣 知識 勞工 
 不要 覺得 太 高尚 
 
--",
M.1744980787.A.EFB,"

 小弟 業餘 基因 觀察家 
 
 基因 人類 載體 
 
 真正 永生 基因 
 
 生 老病 死 苦 基因 手段 

蛤 豈有此理 

--",
M.1744970679.A.3E0,"川普 撐不住 ?   方 壓力 齊   可能 降低 中國 關稅 


 Newtalk 新聞   李志良",
M.1744986037.A.73C,"警察 應該 學 女友 老爸 
 
 當年 老婆 犯人 挾持 
 
 槍 射 犯人 
 
 射 老婆 腿 走不動 
 
 犯人 拖 走 變 麻煩 
 
 老婆 放 
 
 犯人 逮捕 
 
 真是 太 聰明 !",
M.1745000498.A.D1A,"突然 負債 人生 紮實   天 忙著 還債   時間 不知不覺   非常 非常 紮實 
 
 一直 瞎忙   賺錢   還債   債務 還清 瞬間   回憶 一下 過去 段 苦日子 累人 
 
 好像 當兵 回憶 薄 張 紙 

 種 突然 負債 案例 詐騙 受害群 看過 很多 突然 騙 負債 好幾百萬 

 信貸 房貸 錢 丟進去 繳 保證金 領出 獲利 肉包子 狗 
 
 真的 辛苦 

--",
M.1745021612.A.9D6,"
 
 醫院 
 
 右 腳踝 MRI",
M.1745028165.A.A26,"聽說 國軍 飛彈 兵源 不足 
 可能 沒 操作 ... . . 
 很多 國軍 訓練 刺刀術 ? 
 請問 國軍 訓練 符合 現代 戰爭 原因 ? 
1. 上級 長官 以前 東西 教 
2. 現代 武器 少 
3. 打混摸魚 
4. 資源 配置 錯誤 
5. 國防部長 懂 

--",
M.1744966591.A.A84,"小學 選 班長 
 票數 最多 班長 
 老師 
 民主 決定 
 
 次 選 模範生 
 次 鼓掌 
 比較 大聲 
 當選 模範生 
 
 雙標仔 談 民主 
 雙標仔 民主 ~~~~~~~~~~~~ 

--",
M.1744986982.A.80D,"乳提 
 阿肥 今天 吃 早餐 台女 閒聊 
 覺得 店 裡 阿姨 帥哥 過譽 
 臉 車銀優 算的上 帥哥 
 以前 沒 聽說 藝人 
 想   敢 城 武 臉
 查 還好   估 狗 嚇一跳 
 女生   想 肛 
 輩子 積 陰德 
 輩子 帥成 
油卦 嘻嘻 
----- 
 Sent  from",
M.1744978474.A.605,題,
M.1745040925.A.630,"之前 宴客 
 老婆 想 住 新 房
 忍痛 背 6萬 房貸 
 本來 老婆 登記 名下 
 幸好 堅持 住 
 老婆 突然 想 登記 
 難道 錯 
 
--",
M.1744970473.A.51B,"不好意思 地方 聽到 事情 說法 敢 真相 確定 

 簡單 喜傑獅 辦 活動 讚 抵 元 

 後來 活動 響應 熱烈 可能 喜傑獅 覺得 虧 趕緊 終止 活動 

 終止 活動 收單 活動 入口 關閉 

 聽 喜傑獅 官方 之前 收單 賣 發 知 真假 收到 聲 
 
 網路 發現 入口 關閉 利用 IP 直 方式 

 繞過 活動 入口 直接 開啟 頁面 訂單 
 yo叔 ? 

 現在 喜傑獅 後面 利用 繞過 入口 直接 開啟 頁面 下單 算數 
 知道 為啥 打官司 後面 訂單 執意 喜傑獅 出貨 

 知道 上面 正不正確 真 帶 風向 



--

         身為",
M.1744971524.A.791,"小妹 快 笑死 
 
 種 抗議 
 
 白天 拍拍照 
 
 晚上 回家 睡覺 
 
 怕 
 
 小妹 家 房間 抗議 
 
 吹 冷氣 洗澡 
 
 舒服 
 
 嘻嘻 

--",
M.1745026101.A.357,"1 . 媒體 來源 : 自由 

2 . 記者 署名 : 記者 徐聖倫 ／ 新北 報導 

3. 完整 新聞 標題 : 百億 洗錢 集團 首腦 竟是 女生   2 半 賺 億 元 黨羽 近 百 

4 . 完整 新聞 內文 : 

 新北市 警局 刑警 大隊 去年 底 今年 2月 執行 移 4 波 斬 金 行動 
 警方 逮捕 一共 開出 73 張 拘票 80 移送法辦 15 通緝 洗錢 集團 美樂 公司 負
 責人 24 歲 女子 歐俞彤 經手 金額 過億 不法 所得 近 億 警方",
M.1744966133.A.2A2,"現在 YT 常常 推播 中國 喜劇 
 感覺 台灣 節目 梗 太多 
 
 剛 看到 IG 脫口秀 
 老公 全職 炒 股 喜劇 演員 
 兩 搞笑 
 
 玩 股票 渣男 
 全職 炒 股 賠錢 以後 發現 主動 早餐 
 打掃 整理 送 太太 出門 
 
 太太 出事 兩 腿 不見了 
 抱 股票 不離不棄 
 自我 鼓勵 重新 長 回來 

 
 認同 
 沒 八卦 

--",
M.1744975957.A.3E4,"4X 常常 喜歡 裝 可愛 
 遇到 問題 可愛 女生 帶過 
 精神 鑑定 報告 
 證明 心理 認定 女性 
 除去 甲 喜歡 肛屁眼 
 生理 本質 男性 雞雞 敢 切 現在 反對 免 術跨 理由 
 男同 同志 之前 基本盤 男性 
 尤其 男 同志 很多 傳統 男性 為主 社會 長大 本質 仇 女 很多 欸 
 
 攝影機 到處 拍 直 播出去 完全 尊重 肖像權 一點 法治 概念 
 
 前 陣子 犯法 肉搜 資訊 直接 公開 社群 台灣 譴責 韓國 霸凌 4X 不遑多讓 
 
 
 間接 害死 倒是 驕傲",
M.1744969662.A.99D,"藥神 前 電影 
 
 真人真事 改編 
 
 內容 藥廠 吸血 
 
 老百姓 救 錢 買 藥 印度 學名藥 
 
 後來 成為 英雄 
 
 部份 藥 良好 改革 
 
 事情 發生 台灣 
 
 當時 高端 

--",
M.1744985865.A.73B,"1. 媒體 來源 : 
 今日 新聞 

2 . 記者 署名 : 
 記者 施以慧 ／ 綜合 報導 

3. 完整 新聞 標題 : 
 安心亞 控 男 按摩師 性騷 手 摸 大腿 內側 矛盾 喊 舒服 不對勁 


4. 完整 新聞 內文 : 
 女星 安心亞 近年 戲劇 歌唱 表現 相當 亮眼 綜藝 節目 同學 擔任 主持 
人 豈料 一向 開朗 安心亞 近期 竟 節目 自爆 遭到 疑似 性騷擾 事蹟 曝光 曾
 男性 按摩師 按摩 大腿 內側 感到 十分 矛盾 好像 有點 太 對勁 舒服 
 

 同學 新 集 主題 漂亮 性感 活該 騷擾 公布 匹 狼 主持人 安
心亞 節目 自爆 體驗 按摩 疑似 男性 按摩師 性騷擾 滿 
 舒服 之後 有點 舒服 快 睡著 按到 大腿 覺得 好像 
 有點 太 對勁 舒服 

 位 主持人 阿KEN 喊道 問題 妳 舒服 安心亞 急忙 解釋 
 舒服 有點 舒服 摸到 大腿 內側 尷尬 喊道 不行 
 位置 太 高 阿KEN 立刻 請教 旁 律師 遇到 種 
 狀況 舒服 心 裡面 覺得 怪怪 

 律師 簡大為 解答 覺得 心亞 講到 狀況 其實 很多 當事人 遇到 兩難 
 根本 知道 算 算 騷擾 種 狀況 妳 講 直言 觀察 
 反應 妳 觀察 反應 『 』 問題 
",
M.1745039060.A.FD2,"常常 YT 講 日本 沒落 城市  ex . 夕張 
 
 政策 改變 沒落   像是 產 煤   礦坑   類 

PTT 版 曾經 紅 
 
 後來 慢慢 GG

 舉例 

share 版   版權 問題 太 分享 GG 

 笨版   曾經 熱門 當成 真正 joke 版 如今 沒 

DC版   因應 數位 相機 手機 取代   成 鬼版 
 
mentalk  變成 圈圈版 正式 死去 

WOW  遊戲 紅 


 沒 八卦 

--",
M.1745018125.A.D01,剛剛 Threads 看到,
M.1745041231.A.531,"先 罷免掉 解釋 
 先 毀 租約 解釋 
 
 民主 
 罷免 
 
 覺得 爽 滾蛋 
 
 罷免 
 不能 毀 租約 
 
 民主 
 租約 

--",
M.1745034791.A.357,"關新路 看到 不少 30 歲 少婦   穿著 短褲   腿 蠻 白 
 
 竹科仔 老婆 素質 差   敢 露 怕 
 
 竹科 回收   少婦 蠻 正 

--",
M.1745034024.A.C21,"早上 剛 起床 大概 8 - 9點 
 原本 想 廁所 
 先 聽到 小聲 講話 
 透過 簾子 縫 
 瞥見 對面 下方 床
 兩 身子 辦事 
 尿意 越來越 強 
 果斷 拉開 簾子 
 步入 眼前 畫面 
 令 久久 不能自己",
M.1744989186.A.5BE,"先   噁心 
 
 四叉貓 噁心   見仁見智 
 
 覺得 好奇 
 
 台灣 現在 四叉貓 噁心 
 
 沒 八卦 
 

--",
M.1745033865.A.340,"其實 檢察官 早 行之有年 
 
 出示 搜索票 可能 “ 小心 ” 拿錯 
 
 拿到 隔壁 鄰居 家 日期 建議 仔細 分辨 
 
 畢竟 檢察官 忙 工作 小心 有點 疏漏 拿到 搜索票 正常 
 
 絕對 蓄意 
 
 拘票 差不多 概念 
 
 檢察官 可能 問 要不要 “ 自願 ” 配合 調查 怕 場面 好看 
 
 真的 拘票 “ 可能 ” 走 上銬 建議 自願 
們 走 
 
 相信 檢察官 絕對 不會 平白無故 恐嚇 老百姓 
 
 肯定 可惡 罪犯 程序 卡住 偉大 檢察官 
 

--",
M.1745020727.A.093,總,
M.1744979718.A.A66,"川普 烏俄 和談 看起來 破滅 
 
 當初 24 小時 停戰 變 笑話 
 
 加上 關稅 政策 反反覆覆 
 
 有時候 強硬 沒 多久 縮掉 
 
 川普 威信 沒 
 
--",
M.1744967947.A.3C5,"大陸 工作 台幹  aka   舔 共仔 
 大陸 喜劇 B站 YT 
 覺得 中國 喜劇 成功 共同 特性 貼近 生活 
 總 想到 生活 遇到 狀況 搞笑 呈現出來 
 想不到 方式 有機 結合 
 加上 劇本 演技 硬   最後 笑果 
 很多 演員 本來 科班 出生   狽總 以前 導演   李宗恒 以前 春晚 編劇 
 短 影音 更是 降維 打擊 
 
 台灣 小時候 喜劇   鐵獅 玉琳龍   瘋神無雙   阿忠 布袋戲 
 現在 依然 好笑 
 現在 台灣 喜劇 問題   YT 主導 呱吉 博恩 幫 台北人 
 永遠 演來 演去 台北 年輕人 都市 生活 台女 國外 約砲 經驗 
 再不然 硬 臭 中國 屬於 圈子 get 屬於 圈子 習慣 覺得 
 好笑 
 特色 帥哥 種 風格 真正 傳播到 全 台灣 local 笑點 
 
 台灣 現在 喜劇 不行 夠 貼近 大眾 生活 一直 炒 爛 哏 

--",
M.1744969685.A.9CD,"阿肥 
 
 天 川普 失敗 
 
 逃難 台灣 領地 
 
 〓 . 〓",
M.1744971340.A.79E,,
M.1745034951.A.733,"午安 
 
 去年 信用 管制 
 
 今年 房市 冷清 爆 辣 
 
 買 房 特別 第二 戶 根本 打死 
 
 剩 首購 新 青安 活 
 
 妥妥 買 房 市場 
 
 今年 買 房 
 
 應該 喊 折 


--",
M.1745021543.A.365,"高雄 工作   中午 休息 想 洗澡 健身 
 
 想 入 健身房 會員 
 
 發現 高雄 健身 工廠 世界 好幾 家 分店 
 
 入會員 分店 
 
 考慮 館長 成吉思汗   家 
 
 家 健身房 會員 價格 差不多 
 
 成吉思汗 健身房 沒 競爭力 
 
 難 存活 
 
 木有 卦 


-----
Sent  from JPTT  on  my  iPhone 

--",
M.1744980601.A.348,"對話 內容 警察 林菌鹽 檢察官 學 
 
 事 妳 認罪 證據 妳 瘦瘦 妳 

 吸毒 妳 承認 試試 官威 

 

--",
M.1745030903.A.AAB,"人數 不能 理由 
 肚子 吃 飽 理由 
 
 才華 
 吃 飽 還不是 餓死 
 
 重要 
 台灣人 
 問 看看 魯
 看看 知道 
 看看 鄉民 知道 
 需要 問 
 那麼多 魯蛇 贏 
 
 還好 中國人 
 贏 麻",
M.1745042422.A.A62,"

 小弟 業餘 體味 觀察家 

 夏天 悶熱 

 同仁 困擾 

 主管 宣布 做好 體味 管理 

 須知 必須 注意 

蛤 

--",
M.1745041316.A.D6A,"階 看起來 2X:2 
 
 賴 一定 解散 國會 
 階 沒 地區 重選 顏色 
 加上 分區 達到 2016 狀況 太 難 
 
 綠營 拚 看看 罷免 選區 辦法 複製 2020 狀況 比較 容易 
 差 席 搞不好 賴多 次 沒 過半 沒辦法 正常 施政 
 畢竟 罷免 立法院 種 行為 造成 講 順理成章 
 
 罷掉 重選 沒 立委 席次 空窗期 ? 
 期間 白 + 藍 少 2X 席 ?",
M.1745036038.A.E45,剛剛 推特 看到   蠻 可愛 妹子,
M.1744969111.A.F8D,"拜託 祭 止兀 不要 笑話 
 
 40% 民意   VS  60% 民意 
 
 倒閣 民進黨 席次 少 不會 
 
 更何況 整 倒行逆施 司法 迫害 

 40% 低 可能 剩 30% 立委 重選 剛好 民進黨 認清 現實 
 
 支持 倒閣 ! 

--",
M.1745023229.A.EF9,"養 台 國產車   買 iphone  
 偶爾 吃 饗饗   旭集 
ㄧ 出國 兩 次 
 最後 存下 10幾萬 
 報怨 低薪 比較 心態 
 事實 很多 花 這麼多",
M.1744958356.A.C84,"路口 喔 



 看到 行人 跨越 路面 邊線 白線   走上 車道 
 
 看樣子 跨越 雙黃線 走來 
 
 種   臨停 路 
 
 快步 ? 
 
 單車道   容易 距離 少於 公尺 行人 跑 
 
 停下來   後面 車 追撞   倒楣 ? 
 
 種 題 解   最近 遇到 實在 超 爽 
 
 檢舉 倒楣 
 
--",
M.1744986900.A.2FB,"惡龍 纏鬥 久 成為 惡龍 

 凝視 深淵 久 深淵 回 凝視 

—— Friedrich   Wilhelm   Nietzsche 
 
 弗里德里希 威廉 尼采 善惡 彼岸 第四 章   箴言 間奏曲 


 權利 腐敗 金錢 崇拜 利益 鞏固 血脈 


 當初 勇者 可能 獲得 權力 資源 之後 成為 惡 龍 般 存在 


 有沒有不要 挑戰 人性 遇到 種 誘惑 經不起 挑戰 八卦 



--",
M.1744965979.A.7E6,"科學家 角度   巨乳 現代 確實 不一定 佔 優勢   古代 嬰兒 奶粉 喝 
 巨乳   多餘 奶水 喝   發育 比較 不良   女生 發育 慢 
 以後 奶子 長   男生 發育 慢   以後 gg 長 粗 沒 女友   代 代 遺傳 下來 
 變成 巨乳 遺傳 優勢   喜歡 巨乳 男生 容易 代   成為 顯性 基因 
 21世紀   科學家 牛奶 發明 嬰兒 奶粉   足夠 營養 嬰兒 喝 
 也就是說 貧乳 美女   出 大奶 gg 後代   不會 遺傳 競爭 劣勢 
 現代人   崇尚 巨乳 風氣 隨之 轉變   篇 文章 出現   朋友 
 潛意識 已經 覺得 巨乳 第一   人妻 O L   現代 社會   人妻 O L 
 繁殖 優勢   話題",
M.1745036921.A.041,"以前 假日 八卦版 廢文 超 超 好笑 
 現在 
哇
 文章 流量 越來越 少 欸 
 難道 開放 菜逼巴 註冊 
 八卦 
-----
Sent  from  JPTT  on  my  iPhone 

--",
M.1745021605.A.946,"隔壁 阿義   打架 
 次 竟是 王 老師 
 原因 王 老師 罵 老爸 流氓 
 老爸 警察 欸 
 
 現在 阿義 老爸 來到 學校 
 王 老師 面 
 警察 流氓   
 警察 流氓 
 
   





----- 
 Sent  from  JPTT  on  my   Samsung  SM-F7410 . 

--",
M.1744972552.A.997,"TVBS 新聞 
 
 泰 74 歲 比丘尼 遭 19 歲 沙彌 性侵 未遂 　 摀嘴 推倒 強迫 A片 

 編輯   廖國安   報導 
 發佈 時間 2025/04/18 15:35
 最後 更新 時間 2025/04/18 18:11 

 泰國 烏汶府 名",
M.1745036989.A.DA8,"美國 爸爸 硬 起來 
 
 關稅戰 打到 阿共仔 瑟瑟 發抖 
 
 國內 趁機 揪出 共諜 
 
 順便 罷免掉 中共 同路人 
 
 操作 
 
 阿共仔 應該 不會 打過來 
 
 放心 睡覺 


 八卦",
M.1744983578.A.7DF,"好奇 黃國昌 總統 重選 藍綠 立委 答應 重選 好了 
 
 目前 狀況 藍白 推 能夠 得票數 賴神 高 
 
 韓導 盧秀燕 蔣萬安 黃國昌 認為 1 1 PK 贏 
 
 現在 藍白 合作 贏不了 總統 
 
 所謂 總統 重選 最後 白忙 場 
 
 倒閣 比較 選擇 適任 立委 換 閣揆 換人 

--",
M.1745038454.A.347,"題 
 最近 
 長 聽到 老店 熄燈 停業 
 停業 沒 新 店 進駐 
 家 裡 附近 陸續 掛 出售 牌子 
 最近 出租 店面 / 賣 房 越來越 
 沒 八卦 


--",
M.1745018091.A.978,"看起來 抄 死人 名單 抓 
 
 抄 死人 名單 嚴重 好幾百 倍 
 
 自製 連署書 
 
 辦 
 
 八卦 

--",
M.1744978924.A.0A1,"身為 法律 科 廢廢
 沒 解釋 
 所謂 司法院 說明會 東西 
 法律 位階 
 說明會 做成 結論 法律 效力 
 司法院 內部 行為 釋憲 申請 成案 進行 討論 
 
 司法院 想 硬 幹 釋憲 
 法律 釋憲 行為 
 基本 已經 違法 

---- 
 Sent  from",
M.1744986874.A.3FC,"今天 吃 築間 火鍋 
 知道 白飯 
 碗 20 塊 
 
 種 半 自助 火鍋 
 通常 白飯 放 桶 隨便 吃 
滷汁 隨便 加 
 
 為啥 白飯 滷肉飯 
 摳
 吃 火鍋 碗 白飯 夠 配 阿
蛋 隨便 
米 貴 東西 
 
 築 間 火鍋 白飯 吃到 飽 八卦 ? ? ? 

--",
M.1745031283.A.9D6,"台灣 民主 創作 題材 設限 非常 自由 
 創作 文創 輸 
 問題 答案 
 太 可能 主流 想法 
 
 台灣 地理 尺度 區域 太 
 導致 心理 距離 相對 
 心理 距離 感覺 摯肘 
 
 台灣人 青年 時代 學生 時代 
 擔心 話 
 聽到 
 台灣人 具有 種 天然 內心 自我 審查 
 
 台灣 距離 實在 太 擠 
 國家 沙漠 一望無際 草原 終年 下雪 高山 能夠 看到 
 大海 
 種 區域 種 包含 五湖四海 
 民族 50 民族 國民 
 發言 講話 傷害到 遠 千 裡 之外 族群 


 
 台灣 小孩子 看法 必須 忍讓 
 女性 看法 必須 尊重 
 貓貓狗狗 看法 必須 愛護 寵愛 
 電扶梯 站 必須 捷運站 規定 
 公車 座位 做法 博愛座 老人 座 隨便 
 世界 美國 歐洲 先進 國家 
 民主 共產 


 種種 遇到 價值觀 人生觀 世界觀 已經 小小 島嶼 磨合出來 套 不會 
 大眾 網路 出征 想法集 Mi ndset 
 自然 無法 想像 題材 喜歡 虐待 貓狗 小說 電影 具有 尊重 女性 情節 小說 電影 
 公車 博愛座 隨意 亂 坐 情節 小說 電影 愛 民主 情節 小說 電影 
 台灣人 
 創作 遊戲 動漫 小說 電影 劇本 短劇 舞台劇 雙人 相聲 單口 相聲 詩詞 藝術 佈
景 
 
 內心 不斷 瘋狂 自我 審查 XD",
M.1745008484.A.234,"剛剛 看到 推文 
 
 隻 貓 跑去 藍營 鬧場   潑水 已經 算 客氣 
 同樣 情況 跑去 綠營   早 打死 
=> 合理化 潑水 暴行 
 
????????????????????????????????????????????? 
 
 台灣人 民主 思維 ???????????????????????????????? 
 
 整 黑人 問號 ㄟ
 
 照理   應該 譴責 暴力 ? ? 

 潑水 應該 譴責   打死 應該 譴責   ? ? 

 分成 兩 陣營 
 
 暴行 比較 重   暴行 比較 輕 原諒 ? ? 
 
 鬧場   潑 水 沒關係 ? ? 
 
 看到 女生 闖紅燈   強姦 ? ? 
 
 想起 廢死 聯盟 苗博雅 句 話 : "" 死刑 完美 東西   人類 不配 擁有 "" 
 
 民主 
 
 或許 民主 東西 
 
 台灣人 不配 擁有 ... 
 
 覺得 台灣 民主 ... 
 
 根本 狗屎 ... 

--",
M.1744979033.A.1A8,"外送員 變 外送師 
 
 物流員 變 物流 管理師 
 
 汽車 修理工 變 車輛 修護師 
 
 超商 店員 比較 適合 師 字輩 稱呼 


--",
M.1745026793.A.76C,日本 經濟 再生 大臣 赤澤亮 正 川普 談判 照片 剛 流出來,
M.1745029667.A.CA5,"程昱 勇 謀 智 勇 雙全 
 
 類似 周瑜 種 親自 前線 帶兵 打仗 智將 

 曹操 徐州 呂布 趁機 偷襲 曹操 大本營 兗州 剛 投靠 曹操 程昱 拼命 守住 兗州 東 阿城 池
 

 幫助 曹操 解決 缺 軍糧 問題 

 劉備 投靠 曹操 精準 判斷 劉備 未來 曹操 大患 勸 曹操 殺 劉備 
 
 曹操 聽 後來 劉備 天下 蜀漢 一直 魏國 

 官渡 戰 程昱 帶 700 幫忙 守住 甄城 

 官渡 戰 曹操 一起 袁潭 程昱 袁潭 百 戰 百勝 
 
 之後 程昱 曹操 冷落 程昱 主動 交出 兵權 閉關 十幾 建安 18年 曹操 撤除 官
 職 回家 

 曹丕 皇帝 官 復 原職 
 
 程昱 勇 謀 曹操 忠心 
 
 曹操 突然 重用 程昱 

--",
M.1745009480.A.C5A,"現在 台灣 搞 罷免   大成功   大請客 
 
 立法院 高中生 搞 件 事 
 
 上班族 翹班 搞 
 
 旗幟   場地   文宣   人員   通通 錢 
 
 好奇 錢 
 
 總 不可能 學生 出 
 
 低薪 上班族 功德 志工 
 
 爸爸 媽媽 有錢 
 
 天 爸媽 錢 參加 罷免 活動 
 
 搞 學生 好好 上課 
 
 上班族 好好 上班 
 
 真的 棒 
 
 反對 老師 老闆 一定 中共 同路人 
 
 直接 抓到 批鬥 真的 太 可惡 
 
 支持 罷免 
 
 打倒 地主 創 輝煌 

-----
 Sent   from JPTT  on  my  Xiaomi 2201116 SG.

--",
M.1744987981.A.5F6,"犯罪 得罪 賴清德 朱立倫 呼籲 426 凱道 
 
 中時 新聞網   丁世傑   中時   林郁平 


 抗議 檢調 偵辦 幽靈 連署 辦 藍 辦 綠 聲援 國民黨 台北市 黨部 主委 黃呂錦茹 4 國
民黨 主席 朱立倫 繼 昨日 號召 民眾 戰 獨裁 台北 地檢署 前 抗議 （18） 下午 再度 
 號召 群眾 晚上 8點 站出來 戰 獨裁 反 綠 持續 守護 民主 

 朱立倫 晚間 10時 抵達 愛國西路 博愛路 路口 意見 表達 表示 很多 沒 聽 涉嫌 
 偽造 文書 竟然 收押 全 台灣 南 北 搜索 收押 賴清德 差 步 宣布 戒嚴 
 犯 罪 得罪 賴清德 
 
 朱立倫 台灣 民主 已經 30 陳水扁 蔡英文 賴清德 總統 不到 天 
鬥 在野黨 鬥 反對 反對 賴清德 通通 抓起來 想要 收押 
 
 朱立倫 直言 台灣 民主 十字路口 勇敢 站出來 必須 戰 獨裁 未來 台
灣人 賴清德 機會 福國利民 事情 台灣 打拚 尤其 關稅戰 賴清德 鬥 
野黨 搞 大罷免 
 
 心情 沉重 天 安寧 質疑 服從 賴清德 支持 民進黨 
罪 關 起來 沉默 民眾 炸 受不了 
 
 朱立倫 呼籲 凱道 已經 變成 責任 台灣 未來 裡",
M.1744989607.A.483,"親戚 上校 服役 滿 20 退伍 

 上校 部隊 應該 神 套房 廁所 阿兵哥 清 
 
 保全 顧 門口 習慣 
 
 有無 八卦 
 
--",
M.1744963513.A.D96,"台中 逢甲 西屯路 兩 間 開 對面 打對台 
 
 間 
 
U G 茶  八曜 茶  常常 排隊 
 
 沒 卦 


--",
M.1745032971.A.924,"曹賊 213年 送 女兒 漢獻帝 
 
 漢獻帝 30 出頭 
 整 天 沒 事 
 應該 曹賊 女兒 瘋狂 做愛 
 
 史書 好像 沒 寫 小孩 
 有的話   男 
 曹賊 外孫 立為 太子 
 
 大漢 不會 滅亡 

--",
M.1744985921.A.AB9,"欣賞 蔣萬安 
 完全 熱血 市長 政治 人物 
 台灣 幾乎 出現 種 熱血型 政治 人物 
 
 黨 執政 城市 示威 
 勇於 參加 
 
 市政 無關 國政 
 敢 勇於 發言 
 
 支持 立場 
 無法 否認   成年 
 保有 青春 熱血 
 
--",
